timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1740550661411,45,HTTP Request,200,OK,100RutaPorSegundo 1-2,text,true,,397,264,6,6,http://127.0.0.1:5001/api/entregas,45,0,0
1740550661404,58,HTTP Request,200,OK,100RutaPorSegundo 1-1,text,true,,395,264,6,6,http://127.0.0.1:5001/api/entregas,58,0,1
1740550661432,42,HTTP Request,200,OK,100RutaPorSegundo 1-4,text,true,,398,264,6,6,http://127.0.0.1:5001/api/entregas,41,0,0
1740550661420,55,HTTP Request,200,OK,100RutaPorSegundo 1-3,text,true,,394,264,5,5,http://127.0.0.1:5001/api/entregas,55,0,0
1740550661451,40,HTTP Request,200,OK,100RutaPorSegundo 1-6,text,true,,396,264,6,6,http://127.0.0.1:5001/api/entregas,40,0,0
1740550661443,54,HTTP Request,200,OK,100RutaPorSegundo 1-5,text,true,,395,264,5,5,http://127.0.0.1:5001/api/entregas,54,0,1
1740550661470,30,HTTP Request,200,OK,100RutaPorSegundo 1-8,text,true,,396,264,5,5,http://127.0.0.1:5001/api/entregas,30,0,1
1740550661461,47,HTTP Request,200,OK,100RutaPorSegundo 1-7,text,true,,394,264,4,4,http://127.0.0.1:5001/api/entregas,47,0,1
1740550661484,40,HTTP Request,200,OK,100RutaPorSegundo 1-9,text,true,,396,264,5,5,http://127.0.0.1:5001/api/entregas,40,0,1
1740550661500,36,HTTP Request,200,OK,100RutaPorSegundo 1-11,text,true,,396,264,5,5,http://127.0.0.1:5001/api/entregas,36,0,1
1740550661520,29,HTTP Request,200,OK,100RutaPorSegundo 1-13,text,true,,394,264,5,5,http://127.0.0.1:5001/api/entregas,29,0,0
1740550661490,63,HTTP Request,200,OK,100RutaPorSegundo 1-10,text,true,,394,264,4,4,http://127.0.0.1:5001/api/entregas,63,0,1
1740550661530,25,HTTP Request,200,OK,100RutaPorSegundo 1-14,text,true,,396,264,4,4,http://127.0.0.1:5001/api/entregas,25,0,0
1740550661513,49,HTTP Request,200,OK,100RutaPorSegundo 1-12,text,true,,396,264,4,4,http://127.0.0.1:5001/api/entregas,48,0,0
1740550661554,24,HTTP Request,200,OK,100RutaPorSegundo 1-16,text,true,,396,264,4,4,http://127.0.0.1:5001/api/entregas,24,0,1
1740550661573,16,HTTP Request,200,OK,100RutaPorSegundo 1-18,text,true,,395,264,4,4,http://127.0.0.1:5001/api/entregas,16,0,0
1740550661544,51,HTTP Request,200,OK,100RutaPorSegundo 1-15,text,true,,395,264,4,4,http://127.0.0.1:5001/api/entregas,51,0,0
1740550661560,43,HTTP Request,200,OK,100RutaPorSegundo 1-17,text,true,,394,264,4,4,http://127.0.0.1:5001/api/entregas,43,0,1
1740550661591,25,HTTP Request,200,OK,100RutaPorSegundo 1-20,text,true,,396,264,4,4,http://127.0.0.1:5001/api/entregas,25,0,0
1740550661611,18,HTTP Request,200,OK,100RutaPorSegundo 1-22,text,true,,394,264,4,4,http://127.0.0.1:5001/api/entregas,18,0,0
1740550661585,60,HTTP Request,200,OK,100RutaPorSegundo 1-19,text,true,,392,264,5,5,http://127.0.0.1:5001/api/entregas,60,0,0
1740550661622,26,HTTP Request,200,OK,100RutaPorSegundo 1-23,text,true,,395,264,4,4,http://127.0.0.1:5001/api/entregas,26,0,1
1740550661601,57,HTTP Request,200,OK,100RutaPorSegundo 1-21,text,true,,395,264,4,4,http://127.0.0.1:5001/api/entregas,57,0,0
1740550661641,29,HTTP Request,200,OK,100RutaPorSegundo 1-25,text,true,,397,264,5,5,http://127.0.0.1:5001/api/entregas,29,0,0
1740550661660,24,HTTP Request,200,OK,100RutaPorSegundo 1-27,text,true,,396,264,5,5,http://127.0.0.1:5001/api/entregas,24,0,0
1740550661631,56,HTTP Request,200,OK,100RutaPorSegundo 1-24,text,true,,396,264,4,4,http://127.0.0.1:5001/api/entregas,56,0,0
