timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1740548340398,279,HTTP Request,200,OK,500RutaPorSegundo 1-6,text,true,,394,264,146,146,http://127.0.0.1:5001/api/entregas,279,0,1
1740548340387,329,HTTP Request,200,OK,500RutaPorSegundo 1-1,text,true,,393,264,164,164,http://127.0.0.1:5001/api/entregas,329,0,2
1740548340404,316,HTTP Request,200,OK,500RutaPorSegundo 1-10,text,true,,395,264,165,165,http://127.0.0.1:5001/api/entregas,316,0,0
1740548340401,343,HTTP Request,200,OK,500RutaPorSegundo 1-8,text,true,,394,264,176,176,http://127.0.0.1:5001/api/entregas,343,0,0
1740548340420,325,HTTP Request,200,OK,500RutaPorSegundo 1-17,text,true,,396,264,175,175,http://127.0.0.1:5001/api/entregas,325,0,2
1740548340413,335,HTTP Request,200,OK,500RutaPorSegundo 1-14,text,true,,394,264,174,174,http://127.0.0.1:5001/api/entregas,335,0,0
1740548340415,336,HTTP Request,200,OK,500RutaPorSegundo 1-15,text,true,,396,264,177,177,http://127.0.0.1:5001/api/entregas,336,0,0
1740548340395,370,HTTP Request,200,OK,500RutaPorSegundo 1-5,text,true,,396,264,183,183,http://127.0.0.1:5001/api/entregas,370,0,0
1740548340437,328,HTTP Request,200,OK,500RutaPorSegundo 1-25,text,true,,396,264,182,182,http://127.0.0.1:5001/api/entregas,328,0,2
1740548340449,319,HTTP Request,200,OK,500RutaPorSegundo 1-31,text,true,,396,264,181,181,http://127.0.0.1:5001/api/entregas,319,0,2
1740548340445,354,HTTP Request,200,OK,500RutaPorSegundo 1-27,text,true,,394,264,196,196,http://127.0.0.1:5001/api/entregas,353,0,2
1740548340388,423,HTTP Request,200,OK,500RutaPorSegundo 1-2,text,true,,394,264,202,202,http://127.0.0.1:5001/api/entregas,423,0,1
1740548340528,309,HTTP Request,200,OK,500RutaPorSegundo 1-70,text,true,,395,264,213,213,http://127.0.0.1:5001/api/entregas,309,0,1
1740548340451,404,HTTP Request,200,OK,500RutaPorSegundo 1-30,text,true,,395,264,222,222,http://127.0.0.1:5001/api/entregas,404,0,1
1740548340418,446,HTTP Request,200,OK,500RutaPorSegundo 1-16,text,true,,397,264,225,225,http://127.0.0.1:5001/api/entregas,446,0,0
1740548340403,464,HTTP Request,200,OK,500RutaPorSegundo 1-9,text,true,,396,264,225,225,http://127.0.0.1:5001/api/entregas,464,0,1
1740548340445,428,HTTP Request,200,OK,500RutaPorSegundo 1-28,text,true,,395,264,228,228,http://127.0.0.1:5001/api/entregas,428,0,0
1740548340429,445,HTTP Request,200,OK,500RutaPorSegundo 1-20,text,true,,398,264,227,227,http://127.0.0.1:5001/api/entregas,445,0,2
1740548340406,482,HTTP Request,200,OK,500RutaPorSegundo 1-11,text,true,,394,264,232,232,http://127.0.0.1:5001/api/entregas,482,0,1
1740548340444,444,HTTP Request,200,OK,500RutaPorSegundo 1-26,text,true,,397,264,232,232,http://127.0.0.1:5001/api/entregas,444,0,1
1740548340430,481,HTTP Request,200,OK,500RutaPorSegundo 1-21,text,true,,395,264,241,241,http://127.0.0.1:5001/api/entregas,480,0,2
1740548340446,471,HTTP Request,200,OK,500RutaPorSegundo 1-29,text,true,,395,264,245,245,http://127.0.0.1:5001/api/entregas,471,0,2
1740548340497,425,HTTP Request,200,OK,500RutaPorSegundo 1-53,text,true,,395,264,246,246,http://127.0.0.1:5001/api/entregas,425,0,33
1740548340468,458,HTTP Request,200,OK,500RutaPorSegundo 1-37,text,true,,394,264,246,246,http://127.0.0.1:5001/api/entregas,458,0,27
1740548340431,508,HTTP Request,200,OK,500RutaPorSegundo 1-22,text,true,,397,264,251,251,http://127.0.0.1:5001/api/entregas,508,0,4
1740548340436,504,HTTP Request,200,OK,500RutaPorSegundo 1-24,text,true,,396,264,250,250,http://127.0.0.1:5001/api/entregas,504,0,2
1740548340408,581,HTTP Request,200,OK,500RutaPorSegundo 1-12,text,true,,396,264,276,276,http://127.0.0.1:5001/api/entregas,581,0,1
1740548340392,599,HTTP Request,200,OK,500RutaPorSegundo 1-4,text,true,,395,264,275,275,http://127.0.0.1:5001/api/entregas,599,0,1
1740548340500,503,HTTP Request,200,OK,500RutaPorSegundo 1-41,text,true,,396,264,280,280,http://127.0.0.1:5001/api/entregas,503,0,29
1740548340500,505,HTTP Request,200,OK,500RutaPorSegundo 1-57,text,true,,395,264,279,279,http://127.0.0.1:5001/api/entregas,505,0,29
1740548340534,472,HTTP Request,200,OK,500RutaPorSegundo 1-59,text,true,,394,264,279,279,http://127.0.0.1:5001/api/entregas,471,0,4
1740548340482,531,HTTP Request,200,OK,500RutaPorSegundo 1-45,text,true,,395,264,282,282,http://127.0.0.1:5001/api/entregas,530,0,30
1740548340459,564,HTTP Request,200,OK,500RutaPorSegundo 1-36,text,true,,396,264,286,286,http://127.0.0.1:5001/api/entregas,564,0,16
1740548340420,610,HTTP Request,200,OK,500RutaPorSegundo 1-18,text,true,,395,264,289,289,http://127.0.0.1:5001/api/entregas,610,0,2
1740548340401,637,HTTP Request,200,OK,500RutaPorSegundo 1-7,text,true,,395,264,291,291,http://127.0.0.1:5001/api/entregas,637,0,0
1740548340519,524,HTTP Request,200,OK,500RutaPorSegundo 1-42,text,true,,396,264,292,292,http://127.0.0.1:5001/api/entregas,524,0,7
1740548340432,616,HTTP Request,200,OK,500RutaPorSegundo 1-23,text,true,,397,264,294,294,http://127.0.0.1:5001/api/entregas,616,0,3
1740548340411,642,HTTP Request,200,OK,500RutaPorSegundo 1-13,text,true,,396,264,296,296,http://127.0.0.1:5001/api/entregas,642,0,1
1740548340539,514,HTTP Request,200,OK,500RutaPorSegundo 1-71,text,true,,395,264,296,296,http://127.0.0.1:5001/api/entregas,514,0,5
1740548340530,526,HTTP Request,200,OK,500RutaPorSegundo 1-55,text,true,,395,264,295,295,http://127.0.0.1:5001/api/entregas,526,0,3
1740548340547,512,HTTP Request,200,OK,500RutaPorSegundo 1-81,text,true,,396,264,295,295,http://127.0.0.1:5001/api/entregas,512,0,0
1740548340535,524,HTTP Request,200,OK,500RutaPorSegundo 1-62,text,true,,395,264,295,295,http://127.0.0.1:5001/api/entregas,524,0,9
1740548340506,555,HTTP Request,200,OK,500RutaPorSegundo 1-46,text,true,,396,264,293,293,http://127.0.0.1:5001/api/entregas,554,0,30
1740548340549,512,HTTP Request,200,OK,500RutaPorSegundo 1-82,text,true,,394,264,292,292,http://127.0.0.1:5001/api/entregas,512,0,0
1740548340485,576,HTTP Request,200,OK,500RutaPorSegundo 1-47,text,true,,395,264,291,291,http://127.0.0.1:5001/api/entregas,576,0,44
1740548340391,671,HTTP Request,200,OK,500RutaPorSegundo 1-3,text,true,,395,264,291,291,http://127.0.0.1:5001/api/entregas,671,0,0
1740548340503,565,HTTP Request,200,OK,500RutaPorSegundo 1-56,text,true,,396,264,294,294,http://127.0.0.1:5001/api/entregas,565,0,27
1740548340564,514,HTTP Request,200,OK,500RutaPorSegundo 1-88,text,true,,396,264,298,298,http://127.0.0.1:5001/api/entregas,514,0,1
1740548340491,589,HTTP Request,200,OK,500RutaPorSegundo 1-44,text,true,,396,264,298,298,http://127.0.0.1:5001/api/entregas,589,0,6
1740548340454,633,HTTP Request,200,OK,500RutaPorSegundo 1-34,text,true,,396,264,300,300,http://127.0.0.1:5001/api/entregas,633,0,2
1740548340530,562,HTTP Request,200,OK,500RutaPorSegundo 1-69,text,true,,397,264,299,299,http://127.0.0.1:5001/api/entregas,562,0,8
1740548340451,645,HTTP Request,200,OK,500RutaPorSegundo 1-32,text,true,,394,264,298,298,http://127.0.0.1:5001/api/entregas,645,0,2
1740548340457,641,HTTP Request,200,OK,500RutaPorSegundo 1-33,text,true,,393,264,297,297,http://127.0.0.1:5001/api/entregas,641,0,2
1740548340456,646,HTTP Request,200,OK,500RutaPorSegundo 1-35,text,true,,394,264,298,298,http://127.0.0.1:5001/api/entregas,646,0,4
1740548340535,568,HTTP Request,200,OK,500RutaPorSegundo 1-63,text,true,,393,264,297,297,http://127.0.0.1:5001/api/entregas,568,0,9
1740548340541,566,HTTP Request,200,OK,500RutaPorSegundo 1-78,text,true,,394,264,297,297,http://127.0.0.1:5001/api/entregas,566,0,2
1740548340607,511,HTTP Request,200,OK,500RutaPorSegundo 1-111,text,true,,396,264,301,301,http://127.0.0.1:5001/api/entregas,510,0,0
1740548340532,597,HTTP Request,200,OK,500RutaPorSegundo 1-72,text,true,,396,264,310,310,http://127.0.0.1:5001/api/entregas,597,0,7
1740548340529,606,HTTP Request,200,OK,500RutaPorSegundo 1-43,text,true,,395,264,312,312,http://127.0.0.1:5001/api/entregas,606,0,4
1740548340581,566,HTTP Request,200,OK,500RutaPorSegundo 1-98,text,true,,394,264,319,319,http://127.0.0.1:5001/api/entregas,566,0,0
1740548340515,652,HTTP Request,200,OK,500RutaPorSegundo 1-50,text,true,,393,264,330,330,http://127.0.0.1:5001/api/entregas,652,0,16
1740548340561,611,HTTP Request,200,OK,500RutaPorSegundo 1-87,text,true,,396,264,332,332,http://127.0.0.1:5001/api/entregas,609,0,0
1740548340531,643,HTTP Request,200,OK,500RutaPorSegundo 1-64,text,true,,397,264,331,331,http://127.0.0.1:5001/api/entregas,641,0,4
1740548340561,635,HTTP Request,200,OK,500RutaPorSegundo 1-86,text,true,,394,264,342,342,http://127.0.0.1:5001/api/entregas,635,0,0
1740548340517,685,HTTP Request,200,OK,500RutaPorSegundo 1-38,text,true,,393,264,342,342,http://127.0.0.1:5001/api/entregas,685,0,15
1740548340542,706,HTTP Request,200,OK,500RutaPorSegundo 1-76,text,true,,395,264,366,366,http://127.0.0.1:5001/api/entregas,706,0,0
1740548340425,847,HTTP Request,200,OK,500RutaPorSegundo 1-19,text,true,,396,264,377,377,http://127.0.0.1:5001/api/entregas,846,0,4
1740548340565,707,HTTP Request,200,OK,500RutaPorSegundo 1-90,text,true,,395,264,377,377,http://127.0.0.1:5001/api/entregas,707,0,1
